result,cap-shape,cap-shape,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0,x,y,e,0,f,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,p
0,f,s,n,0,y,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,x,s,e,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,k,y,n,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,p
0,x,s,n,0,s,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,p
0,x,y,e,0,f,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,d
0,f,y,n,0,y,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,f,s,e,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,d
0,f,s,n,0,f,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
1,x,s,w,0,n,f,w,b,g,e,?,k,s,w,w,p,w,2,p,w,s,g
0,f,y,n,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,f,s,n,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,y,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,s,n,0,s,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,p
0,x,y,e,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,l
1,k,f,g,0,n,f,w,b,g,e,?,k,k,w,w,p,w,2,p,w,s,g
0,f,s,e,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
1,b,f,w,0,n,f,w,b,w,e,?,s,k,w,w,p,w,2,p,w,s,g
0,f,s,n,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,l
0,x,y,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,l
0,x,y,e,0,f,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,d
0,f,s,n,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,x,s,n,0,f,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,f,s,e,0,s,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,p
0,f,s,e,0,s,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,x,y,e,0,m,f,c,b,w,e,c,k,y,c,c,p,w,0,n,w,c,d
0,f,y,n,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,d
0,x,s,e,0,s,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,p
0,f,s,e,0,y,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,p
0,f,y,e,0,f,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,p
0,f,y,e,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,x,s,e,0,f,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,p
1,x,s,n,0,n,a,c,b,n,e,?,s,s,o,o,p,n,1,p,y,c,l
0,f,y,n,0,s,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,f,y,e,0,s,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,l
0,x,s,n,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,d
0,x,y,e,0,f,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,x,s,e,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,p
0,x,y,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,p
0,f,y,e,0,f,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
1,x,s,n,0,n,a,c,b,n,e,?,s,s,o,o,p,n,1,p,o,v,l
0,f,s,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,p
0,x,y,e,0,f,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
0,f,s,n,0,f,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,p
0,x,y,e,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,s,n,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,l
0,x,y,e,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,d
0,f,s,n,0,y,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,l
0,f,s,n,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,l
0,k,y,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,x,s,n,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,d
0,f,y,n,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,p
1,k,s,w,0,n,f,w,b,g,e,?,s,k,w,w,p,w,2,p,w,n,g
0,f,s,e,0,y,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,l
0,x,s,e,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,l
0,f,y,n,0,f,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,f,y,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,p
0,f,y,e,0,y,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,p
0,f,y,n,0,s,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,l
0,x,s,n,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,k,y,n,0,y,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,d
0,f,y,e,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,f,y,e,0,f,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,p
0,f,y,n,0,f,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
0,f,y,n,0,f,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,l
0,k,y,n,0,y,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,l
0,k,y,n,0,y,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,f,s,e,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,d
0,k,s,n,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,l
0,x,s,e,0,f,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,p
0,f,s,n,0,f,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,d
0,x,s,e,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,l
0,f,s,n,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,p
0,x,s,n,0,f,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,l
0,f,y,e,0,y,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,x,s,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
0,x,s,e,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,p
0,x,y,e,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,p
0,f,s,e,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,x,s,e,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,s,e,0,y,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,f,s,e,0,s,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,l
0,f,y,n,0,f,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,d
0,f,s,n,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
0,x,s,e,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,p
0,f,y,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,f,s,n,0,s,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,d
0,f,y,n,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,l
0,f,y,e,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,p
0,f,y,n,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,d
0,f,s,e,0,y,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,d
0,f,s,e,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,f,y,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,f,s,e,0,f,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,f,s,n,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,d
0,k,y,e,0,s,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,d
0,f,y,e,0,f,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,f,s,e,0,f,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,f,y,n,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,f,y,e,0,f,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,p
0,f,s,n,0,s,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,p
0,x,y,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,d
1,x,f,w,0,n,f,w,b,p,e,?,k,s,w,w,p,w,2,p,w,n,g
0,x,s,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,x,s,e,0,f,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,f,y,n,0,y,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,l
0,x,s,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,d
0,x,s,n,0,y,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,x,s,n,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
1,x,f,g,0,n,f,w,b,p,e,?,s,k,w,w,p,w,2,p,w,n,g
0,f,y,e,0,f,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,f,y,e,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,y,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
0,x,s,n,0,y,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,p
0,k,s,e,0,y,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,k,y,e,0,f,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,f,y,e,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,s,n,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,l
0,x,s,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,f,y,n,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
1,k,f,w,0,n,f,w,b,p,e,?,s,k,w,w,p,w,2,p,w,n,g
0,k,y,n,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,f,s,e,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,x,y,e,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,x,s,n,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,f,y,n,0,s,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,l
0,x,y,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,l
0,f,s,e,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,p
0,x,s,e,0,s,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,f,y,n,0,f,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,f,y,n,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,l
0,f,y,n,0,f,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,d
0,f,s,n,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,p
0,f,y,e,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,f,y,e,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,x,y,e,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,p
0,k,s,e,0,f,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,p
0,f,y,e,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,p
0,f,y,n,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,p
0,f,s,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,f,s,e,0,y,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
0,k,s,e,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,p
0,f,y,e,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
0,f,s,n,0,s,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,p
1,x,s,n,0,n,a,c,b,n,e,?,s,s,o,o,p,o,1,p,b,v,l
0,x,s,n,0,y,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,k,s,n,0,y,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,f,s,n,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,f,s,n,0,y,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,x,s,n,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,p
0,f,s,n,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,d
0,f,y,e,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,f,y,e,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,d
0,f,s,n,0,f,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,x,s,e,0,f,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,s,n,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,p
0,x,s,e,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,f,y,e,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,l
0,x,s,e,0,y,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,p
0,k,s,e,0,y,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,l
0,x,y,e,0,f,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,p
0,f,s,n,0,f,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,p
0,f,s,n,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,l
0,x,s,n,0,f,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,k,y,e,0,y,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,l
0,f,y,n,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,d
0,f,y,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,f,y,n,0,s,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,p
0,f,s,n,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,f,s,e,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,p
0,k,y,n,0,y,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,p
0,f,y,e,0,y,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,p
0,f,s,n,0,f,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,d
0,x,s,n,0,y,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,l
0,f,y,n,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,f,y,e,0,s,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,d
0,x,y,e,0,s,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,f,s,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,x,s,n,0,s,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,l
0,f,s,n,0,y,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,p
0,f,s,n,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,l
0,f,s,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,p
1,x,s,g,0,n,f,w,b,p,e,?,s,k,w,w,p,w,2,p,w,n,g
0,k,y,n,0,y,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,p
0,x,y,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,x,s,n,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
0,x,s,n,0,s,f,c,n,b,t,?,s,s,w,p,p,w,1,e,w,v,d
0,f,y,e,0,s,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,l
0,k,y,n,0,f,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,x,s,e,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,k,y,n,0,y,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,d
0,x,y,e,0,f,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,l
0,k,s,n,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,x,s,n,0,f,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
0,x,y,e,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,f,s,e,0,y,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,f,s,n,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,f,s,n,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,f,s,e,0,y,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,x,y,e,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,x,s,e,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,l
0,f,s,n,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,p
0,f,y,e,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,x,s,e,0,s,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,d
0,x,s,e,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,s,e,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,x,y,e,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,p
0,x,s,n,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,x,s,e,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,s,e,0,y,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,l
0,x,s,n,0,y,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,l
0,f,s,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,d
0,f,y,e,0,f,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,x,s,n,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,x,s,e,0,f,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,f,s,n,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,l
0,x,s,n,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,f,s,e,0,y,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,d
0,k,y,n,0,y,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,p
0,x,s,n,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,l
0,f,y,n,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,p
0,k,y,n,0,y,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,p
0,f,s,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,d
0,f,s,n,0,f,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,x,s,n,0,f,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,f,y,n,0,y,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,f,y,n,0,s,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,l
0,f,y,n,0,y,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,l
0,x,y,e,0,s,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,p
0,f,y,n,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,x,y,e,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,l
0,f,s,e,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,l
0,k,s,n,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,x,y,e,0,f,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,p
0,x,s,n,0,f,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,l
0,f,s,e,0,s,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,f,s,e,0,y,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
1,b,f,g,0,n,f,w,b,p,e,?,s,k,w,w,p,w,2,p,w,s,g
0,x,s,n,0,y,f,c,n,b,t,?,k,s,w,w,p,w,1,e,w,v,p
0,k,s,n,0,s,f,c,n,b,t,?,k,s,w,p,p,w,1,e,w,v,p
1,b,s,n,0,n,a,c,b,o,e,?,s,s,o,o,p,n,1,p,y,v,l
0,f,s,n,0,y,f,c,n,b,t,?,s,s,p,p,p,w,1,e,w,v,d
0,f,y,n,0,s,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,d
0,x,y,e,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,x,s,e,0,s,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,d
0,k,y,c,0,m,a,c,b,w,e,c,k,y,c,c,p,w,0,n,w,c,d
0,x,s,e,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,l
0,f,s,n,0,s,f,c,n,b,t,?,k,k,w,p,p,w,1,e,w,v,p
0,x,s,n,0,y,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,l
0,x,y,e,0,s,f,c,n,b,t,?,s,k,w,w,p,w,1,e,w,v,d
0,x,s,e,0,f,f,c,n,b,t,?,k,k,p,w,p,w,1,e,w,v,d
0,f,s,e,0,f,f,c,n,b,t,?,s,s,p,w,p,w,1,e,w,v,l
0,f,s,n,0,f,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,d
0,f,s,n,0,s,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,d
0,f,y,e,0,y,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,s,k,p,p,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,s,k,w,p,p,w,1,e,w,v,d
0,f,y,n,0,y,f,c,n,b,t,?,s,k,p,w,p,w,1,e,w,v,l
0,x,y,e,0,f,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,y,e,0,s,f,c,n,b,t,?,k,s,p,p,p,w,1,e,w,v,p
0,f,s,e,0,f,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,l
0,f,s,e,0,f,f,c,n,b,t,?,k,s,p,w,p,w,1,e,w,v,p
0,x,s,e,0,y,f,c,n,b,t,?,k,k,w,w,p,w,1,e,w,v,p
0,x,s,e,0,f,f,c,n,b,t,?,k,k,p,p,p,w,1,e,w,v,d
0,k,y,e,0,s,f,c,n,b,t,?,s,s,w,w,p,w,1,e,w,v,p
